date,player,asset,mark
2020-01-01,Charlie,StarGems,1150.0405
2020-01-01,Charlie,StarGems,1119.6543
2020-01-01,Charlie,StarGems,1151.3922
2020-01-01,Charlie,Uranium,528.2614
2020-01-01,Charlie,Uranium,528.4073
2020-01-01,Charlie,Uranium,528.3959
2020-01-01,Charlie,Uranium,527.9501
2020-01-01,Charlie,Uranium,528.1755
2020-01-01,Dana,Equipment,7.2921
2020-01-01,Dana,Equipment,7.0688
2020-01-01,Dana,Equipment,7.0548
2020-01-01,Dana,Equipment,7.0686
2020-01-01,Dana,Medicine,42.0924
2020-01-01,Dana,Medicine,42.2571
2020-01-01,Dana,Medicine,42.0896
2020-01-01,Dana,Metals,3.3898
2020-01-01,Dana,Metals,3.3945
2020-01-01,Dana,Metals,3.3934
2020-01-01,Dana,Metals,3.3944
2020-01-01,Dana,Software,20.8771
2020-01-01,Dana,Software,20.8619
2020-01-01,Dana,Software,21.2456
2020-01-01,Dana,StarGems,1119.7711
2020-01-01,Dana,StarGems,1090.6938
2020-01-01,Dana,StarGems,1091.7827
2020-01-01,Dana,StarGems,1092.3903
2020-01-01,Dana,Uranium,493.5646
2020-01-01,Dana,Uranium,493.8384
2020-01-02,Alice,Equipment,7.0527
2020-01-02,Alice,Equipment,6.7591
2020-01-02,Alice,Equipment,6.7533
2020-01-02,Alice,Equipment,7.0583
2020-01-02,Alice,Medicine,38.997
2020-01-02,Alice,Medicine,39.0615
2020-01-02,Alice,Medicine,39.5683
2020-01-02,Alice,Medicine,39.09
2020-01-02,Alice,Medicine,39.0516
2020-01-02,Alice,Medicine,39.5955
2020-01-02,Alice,Metals,3.12
2020-01-02,Alice,Metals,3.223
2020-01-02,Alice,Software,20.6417
2020-01-02,Alice,Software,20.6324
2020-01-02,Alice,Software,20.6576
2020-01-02,Alice,Software,20.6281
2020-01-02,Alice,Software,20.6226
2020-01-02,Alice,StarGems,982.7914
2020-01-02,Alice,StarGems,963.8191
2020-01-02,Alice,StarGems,965.1175
2020-01-02,Alice,Uranium,544.1324
2020-01-02,Alice,Uranium,543.2756
2020-01-02,Alice,Uranium,544.1085
2020-01-02,Alice,Uranium,534.0355
2020-01-02,Alice,Uranium,535.0834
2020-01-02,Bob,Equipment,6.5432
2020-01-02,Bob,Equipment,6.6336
2020-01-02,Bob,Equipment,6.5478
2020-01-02,Bob,Equipment,6.6362
2020-01-02,Bob,Medicine,39.4465
2020-01-02,Bob,Medicine,39.321
2020-01-02,Bob,Medicine,39.3603
2020-01-02,Bob,Medicine,39.3806
2020-01-02,Bob,Medicine,39.3373
2020-01-02,Bob,Metals,3.1965
2020-01-02,Bob,Metals,3.2884
2020-01-02,Bob,Metals,3.2921
2020-01-02,Bob,Metals,3.2908
2020-01-02,Bob,Metals,3.2954
2020-01-02,Bob,Software,20.2236
2020-01-02,Bob,Software,20.2217
2020-01-02,Bob,Software,19.9552
2020-01-02,Bob,Software,19.9849
2020-01-02,Bob,Software,19.9749
2020-01-02,Bob,StarGems,1009.5949
2020-01-02,Bob,StarGems,1008.1242
2020-01-02,Bob,StarGems,1008.8323
2020-01-02,Bob,StarGems,1008.3059
2020-01-02,Bob,StarGems,982.5848
2020-01-02,Bob,Uranium,457.3139
2020-01-02,Bob,Uranium,458.1146
2020-01-02,Bob,Uranium,467.1804
2020-01-02,Bob,Uranium,468.3987
2020-01-02,Bob,Uranium,467.9559
2020-01-02,Bob,Uranium,467.625
2020-01-02,Charlie,Equipment,7.0766
2020-01-02,Charlie,Equipment,7.0823
2020-01-02,Charlie,Equipment,7.0767
2020-01-02,Charlie,Equipment,7.091
2020-01-02,Charlie,Equipment,7.3126
2020-01-02,Charlie,Equipment,7.2839
2020-01-02,Charlie,Medicine,35.044
2020-01-02,Charlie,Medicine,35.1383
2020-01-02,Charlie,Medicine,34.7512
2020-01-02,Charlie,Medicine,34.6987
2020-01-02,Charlie,Medicine,35.1354
2020-01-02,Charlie,Metals,2.8991
2020-01-02,Charlie,Metals,2.9638
2020-01-02,Charlie,Metals,2.8932
2020-01-02,Charlie,Metals,2.8942
2020-01-02,Charlie,Software,19.9305
2020-01-02,Charlie,Software,19.9477
2020-01-02,Charlie,Software,19.9286
2020-01-02,Charlie,Software,20.2498
2020-01-02,Charlie,Software,19.9189
2020-01-02,Charlie,Software,20.0149
2020-01-02,Charlie,Software,19.9594
2020-01-02,Charlie,Software,20.3117
2020-01-02,Charlie,Software,19.9515
2020-01-02,Charlie,StarGems,935.5345
2020-01-02,Charlie,StarGems,957.1016
2020-01-02,Charlie,StarGems,958.0688
2020-01-02,Charlie,StarGems,957.3445
2020-01-02,Charlie,StarGems,959.3735
2020-01-02,Charlie,Uranium,543.6917
2020-01-02,Charlie,Uranium,543.5919
2020-01-02,Dana,Equipment,7.1094
2020-01-02,Dana,Equipment,7.1151
2020-01-02,Dana,Equipment,7.2286
2020-01-02,Dana,Equipment,7.2187
2020-01-02,Dana,Equipment,7.2196
2020-01-02,Dana,Medicine,41.4497
2020-01-02,Dana,Medicine,41.5101
2020-01-02,Dana,Medicine,40.1575
2020-01-02,Dana,Medicine,40.2818
2020-01-02,Dana,Medicine,40.1831
2020-01-02,Dana,Medicine,41.4414
2020-01-02,Dana,Medicine,41.391
2020-01-02,Dana,Medicine,40.2294
2020-01-02,Dana,Metals,3.3727
2020-01-02,Dana,Metals,3.3772
2020-01-02,Dana,Metals,3.3703
2020-01-02,Dana,Metals,3.3725
2020-01-02,Dana,Metals,3.3726
2020-01-02,Dana,Software,21.3468
2020-01-02,Dana,Software,21.3579
2020-01-02,Dana,Software,21.3231
2020-01-02,Dana,Software,21.3733
2020-01-02,Dana,StarGems,1138.6718
2020-01-02,Dana,StarGems,1139.3633
2020-01-02,Dana,StarGems,1140.1834
2020-01-02,Dana,StarGems,1138.9308
2020-01-02,Dana,StarGems,1138.3393
2020-01-02,Dana,StarGems,1103.678
2020-01-02,Dana,StarGems,1103.8614
2020-01-02,Dana,Uranium,510.9956
2020-01-02,Dana,Uranium,499.4617
2020-01-02,Dana,Uranium,499.3638
2020-01-02,Dana,Uranium,511.5448
2020-01-02,Dana,Uranium,499.9942
2020-01-03,Alice,Equipment,6.6645
2020-01-03,Alice,Equipment,6.6593
2020-01-03,Alice,Equipment,6.8042
2020-01-03,Alice,Equipment,6.6579
2020-01-03,Alice,Equipment,6.6637
2020-01-03,Alice,Medicine,43.4287
2020-01-03,Alice,Medicine,43.4877
2020-01-03,Alice,Medicine,42.2947
2020-01-03,Alice,Medicine,42.2976
2020-01-03,Alice,Metals,2.8658
2020-01-03,Alice,Metals,2.8653
2020-01-03,Alice,Metals,2.9646
2020-01-03,Alice,Metals,2.9639
2020-01-03,Alice,Software,21.7022
2020-01-03,Alice,Software,21.658
2020-01-03,Alice,Software,21.7131
2020-01-03,Alice,Software,21.6953
2020-01-03,Alice,Software,21.7146
2020-01-03,Alice,Software,21.642
2020-01-03,Alice,Software,22.2785
2020-01-03,Alice,Software,22.2923
2020-01-03,Alice,StarGems,1126.2165
2020-01-03,Alice,StarGems,1123.6603
2020-01-03,Alice,StarGems,1092.5652
2020-01-03,Alice,Uranium,512.5233
2020-01-03,Alice,Uranium,526.8131
2020-01-03,Alice,Uranium,528.0902
2020-01-03,Alice,Uranium,527.3504
2020-01-03,Bob,Equipment,6.668
2020-01-03,Bob,Equipment,6.6688
2020-01-03,Bob,Equipment,6.4877
2020-01-03,Bob,Equipment,6.6684
2020-01-03,Bob,Equipment,6.6678
2020-01-03,Bob,Equipment,6.6575
2020-01-03,Bob,Equipment,6.4868
2020-01-03,Bob,Medicine,39.2447
2020-01-03,Bob,Medicine,39.1188
2020-01-03,Bob,Metals,3.2344
2020-01-03,Bob,Metals,3.2243
2020-01-03,Bob,Metals,3.2247
2020-01-03,Bob,Metals,3.2264
2020-01-03,Bob,Metals,3.2294
2020-01-03,Bob,Metals,3.1246
2020-01-03,Bob,Metals,3.1199
2020-01-03,Bob,Software,20.7805
2020-01-03,Bob,Software,20.7198
2020-01-03,Bob,Software,20.7277
2020-01-03,Bob,Software,20.0169
2020-01-03,Bob,StarGems,1000.2304
2020-01-03,Bob,StarGems,1001.579
2020-01-03,Bob,StarGems,1001.8166
2020-01-03,Bob,Uranium,463.3414
2020-01-03,Bob,Uranium,463.2709
2020-01-03,Bob,Uranium,462.353
2020-01-03,Bob,Uranium,462.7044
2020-01-03,Charlie,Equipment,6.6708
2020-01-03,Charlie,Equipment,6.6757
2020-01-03,Charlie,Equipment,6.45
2020-01-03,Charlie,Equipment,6.4475
2020-01-03,Charlie,Equipment,6.447
2020-01-03,Charlie,Equipment,6.6722
2020-01-03,Charlie,Equipment,6.6554
2020-01-03,Charlie,Equipment,6.6642
2020-01-03,Charlie,Medicine,39.3817
2020-01-03,Charlie,Medicine,39.3676
2020-01-03,Charlie,Medicine,39.392
2020-01-03,Charlie,Metals,3.132
2020-01-03,Charlie,Metals,3.0593
2020-01-03,Charlie,Metals,3.0533
2020-01-03,Charlie,Metals,3.1282
2020-01-03,Charlie,Metals,3.1303
2020-01-03,Charlie,Software,21.1029
2020-01-03,Charlie,Software,21.0338
2020-01-03,Charlie,Software,21.8661
2020-01-03,Charlie,Software,21.8392
2020-01-03,Charlie,Software,21.855
2020-01-03,Charlie,StarGems,1209.2176
2020-01-03,Charlie,StarGems,1212.3189
2020-01-03,Charlie,Uranium,505.6675
2020-01-03,Charlie,Uranium,493.47
2020-01-03,Charlie,Uranium,505.6584
2020-01-03,Charlie,Uranium,505.9394
2020-01-03,Charlie,Uranium,504.5718
2020-01-03,Charlie,Uranium,506.2258
2020-01-03,Dana,Equipment,7.0146
2020-01-03,Dana,Equipment,7.1553
2020-01-03,Dana,Equipment,7.0265
2020-01-03,Dana,Equipment,7.1607
2020-01-03,Dana,Equipment,7.1546
2020-01-03,Dana,Medicine,40.6191
2020-01-03,Dana,Medicine,40.4918
2020-01-03,Dana,Medicine,40.5019
2020-01-03,Dana,Medicine,39.4696
2020-01-03,Dana,Medicine,40.4899
2020-01-03,Dana,Metals,3.4579
2020-01-03,Dana,Metals,3.4481
2020-01-03,Dana,Metals,3.4501
2020-01-03,Dana,Software,22.0602
2020-01-03,Dana,Software,21.7149
2020-01-03,Dana,Software,21.6643
2020-01-03,Dana,Software,21.6801
2020-01-03,Dana,StarGems,1121.4253
2020-01-03,Dana,StarGems,1095.1592
2020-01-03,Dana,Uranium,509.9372
2020-01-03,Dana,Uranium,508.3643
2020-01-03,Dana,Uranium,496.9769
2020-01-04,Alice,Equipment,6.4407
2020-01-04,Alice,Equipment,6.4454
2020-01-04,Alice,Equipment,6.6999
2020-01-04,Alice,Equipment,6.6966
2020-01-04,Alice,Equipment,6.7015
2020-01-04,Alice,Medicine,39.336
2020-01-04,Alice,Medicine,39.3607
2020-01-04,Alice,Medicine,39.3199
2020-01-04,Alice,Medicine,38.2332
2020-01-04,Alice,Medicine,38.2539
2020-01-04,Alice,Medicine,38.2221
2020-01-04,Alice,Metals,3.2258
2020-01-04,Alice,Metals,3.287
2020-01-04,Alice,Metals,3.282
2020-01-04,Alice,Metals,3.2923
2020-01-04,Alice,Metals,3.2197
2020-01-04,Alice,Metals,3.2834
2020-01-04,Alice,Software,20.9119
2020-01-04,Alice,Software,20.9292
2020-01-04,Alice,Software,20.2964
2020-01-04,Alice,Software,20.3645
2020-01-04,Alice,StarGems,982.2496
2020-01-04,Alice,StarGems,978.6776
2020-01-04,Alice,StarGems,980.4799
2020-01-04,Alice,StarGems,980.422
2020-01-04,Alice,Uranium,520.0463
2020-01-04,Alice,Uranium,519.8276
2020-01-04,Alice,Uranium,519.6704
2020-01-04,Bob,Equipment,6.4651
2020-01-04,Bob,Equipment,6.6624
2020-01-04,Bob,Equipment,6.6788
2020-01-04,Bob,Equipment,6.6535
2020-01-04,Bob,Equipment,6.4799
2020-01-04,Bob,Equipment,6.6505
2020-01-04,Bob,Medicine,39.4029
2020-01-04,Bob,Medicine,39.4112
2020-01-04,Bob,Medicine,39.4532
2020-01-04,Bob,Metals,3.1574
2020-01-04,Bob,Metals,3.1521
2020-01-04,Bob,Metals,3.1579
2020-01-04,Bob,Metals,3.1557
2020-01-04,Bob,Metals,3.1539
2020-01-04,Bob,Metals,3.0769
2020-01-04,Bob,Metals,3.069
2020-01-04,Bob,Metals,3.0754
2020-01-04,Bob,Software,19.6723
2020-01-04,Bob,Software,19.6871
2020-01-04,Bob,Software,19.6576
2020-01-04,Bob,StarGems,992.4685
2020-01-04,Bob,StarGems,1017.0241
2020-01-04,Bob,StarGems,1016.507
2020-01-04,Bob,StarGems,1016.9629
2020-01-04,Bob,Uranium,462.847
2020-01-04,Bob,Uranium,449.4807
2020-01-04,Bob,Uranium,449.6236
2020-01-04,Bob,Uranium,462.8771
2020-01-04,Charlie,Equipment,6.4672
2020-01-04,Charlie,Equipment,6.4783
2020-01-04,Charlie,Equipment,6.667
2020-01-04,Charlie,Equipment,6.6499
2020-01-04,Charlie,Medicine,39.4174
2020-01-04,Charlie,Medicine,38.3997
2020-01-04,Charlie,Medicine,39.3142
2020-01-04,Charlie,Medicine,39.3388
2020-01-04,Charlie,Medicine,38.4523
2020-01-04,Charlie,Medicine,38.426
2020-01-04,Charlie,Medicine,39.4166
2020-01-04,Charlie,Metals,3.1599
2020-01-04,Charlie,Metals,3.1517
2020-01-04,Charlie,Metals,3.1573
2020-01-04,Charlie,Metals,3.1552
2020-01-04,Charlie,Metals,3.0679
2020-01-04,Charlie,Metals,3.0759
2020-01-04,Charlie,Software,19.6785
2020-01-04,Charlie,Software,20.2352
2020-01-04,Charlie,Software,20.2138
2020-01-04,Charlie,Software,20.2467
2020-01-04,Charlie,Software,19.6562
2020-01-04,Charlie,Software,19.6496
2020-01-04,Charlie,Software,19.6728
2020-01-04,Charlie,StarGems,1017.3556
2020-01-04,Charlie,StarGems,990.2016
2020-01-04,Charlie,StarGems,1017.35
2020-01-04,Charlie,StarGems,1017.1805
2020-01-04,Charlie,StarGems,1017.6833
2020-01-04,Charlie,Uranium,462.0071
2020-01-04,Charlie,Uranium,461.187
2020-01-04,Charlie,Uranium,462.8038
2020-01-04,Charlie,Uranium,462.3469
2020-01-04,Charlie,Uranium,460.9781
2020-01-04,Dana,Equipment,6.9928
2020-01-04,Dana,Equipment,6.9847
2020-01-04,Dana,Equipment,7.2714
2020-01-04,Dana,Equipment,6.9885
2020-01-04,Dana,Medicine,36.9398
2020-01-04,Dana,Medicine,36.9101
2020-01-04,Dana,Medicine,36.4134
2020-01-04,Dana,Medicine,36.4212
2020-01-04,Dana,Medicine,36.9593
2020-01-04,Dana,Metals,3.3702
2020-01-04,Dana,Metals,3.4794
2020-01-04,Dana,Metals,3.3713
2020-01-04,Dana,Metals,3.3688
2020-01-04,Dana,Metals,3.3734
2020-01-04,Dana,Software,22.5325
2020-01-04,Dana,Software,22.5571
2020-01-04,Dana,Software,22.5609
2020-01-04,Dana,Software,21.909
2020-01-04,Dana,Software,22.5353
2020-01-04,Dana,Software,22.5134
2020-01-04,Dana,StarGems,1132.4657
2020-01-04,Dana,StarGems,1180.043
2020-01-04,Dana,StarGems,1182.639
2020-01-04,Dana,StarGems,1181.3611
2020-01-04,Dana,StarGems,1132.0473
2020-01-04,Dana,Uranium,492.5757
2020-01-04,Dana,Uranium,492.8243
2020-01-04,Dana,Uranium,492.32
2020-01-04,Dana,Uranium,492.6381
2020-01-04,Dana,Uranium,492.9111
2020-01-04,Dana,Uranium,492.6993
2020-01-05,Alice,Equipment,6.7637
2020-01-05,Alice,Equipment,6.5907
2020-01-05,Alice,Equipment,6.6089
2020-01-05,Alice,Equipment,6.6061
2020-01-05,Alice,Equipment,6.6088
2020-01-05,Alice,Equipment,6.5934
2020-01-05,Alice,Medicine,45.3376
2020-01-05,Alice,Medicine,47.2194
2020-01-05,Alice,Medicine,47.1282
2020-01-05,Alice,Medicine,47.2156
2020-01-05,Alice,Medicine,47.2299
2020-01-05,Alice,Medicine,45.2736
2020-01-05,Alice,Metals,2.863
2020-01-05,Alice,Metals,2.7894
2020-01-05,Alice,Metals,2.8599
2020-01-05,Alice,Software,22.4303
2020-01-05,Alice,Software,22.4842
2020-01-05,Alice,Software,22.4702
2020-01-05,Alice,Software,22.4467
2020-01-05,Alice,Software,22.0077
2020-01-05,Alice,Software,21.9887
2020-01-05,Alice,Software,22.4937
2020-01-05,Alice,Software,22.4261
2020-01-05,Alice,StarGems,1164.2031
2020-01-05,Alice,StarGems,1160.5808
2020-01-05,Alice,StarGems,1162.7078
2020-01-05,Alice,StarGems,1132.673
2020-01-05,Alice,StarGems,1132.7678
2020-01-05,Alice,Uranium,504.5649
2020-01-05,Alice,Uranium,505.367
2020-01-05,Alice,Uranium,516.1715
2020-01-05,Alice,Uranium,515.1118
2020-01-05,Alice,Uranium,515.0755
2020-01-05,Bob,Equipment,6.6895
2020-01-05,Bob,Equipment,6.692
2020-01-05,Bob,Equipment,6.6876
2020-01-05,Bob,Equipment,6.6883
2020-01-05,Bob,Equipment,6.7044
2020-01-05,Bob,Medicine,39.8046
2020-01-05,Bob,Medicine,39.8187
2020-01-05,Bob,Medicine,39.7516
2020-01-05,Bob,Medicine,39.0805
2020-01-05,Bob,Metals,3.1296
2020-01-05,Bob,Metals,3.1311
2020-01-05,Bob,Metals,2.9993
2020-01-05,Bob,Metals,3.1258
2020-01-05,Bob,Metals,3.1235
2020-01-05,Bob,Metals,3.1271
2020-01-05,Bob,Software,20.3891
2020-01-05,Bob,Software,20.3952
2020-01-05,Bob,Software,19.6362
2020-01-05,Bob,Software,20.3826
2020-01-05,Bob,Software,20.3879
2020-01-05,Bob,StarGems,1008.3053
2020-01-05,Bob,StarGems,995.6911
2020-01-05,Bob,Uranium,471.6596
2020-01-05,Bob,Uranium,470.0192
2020-01-05,Bob,Uranium,471.5145
2020-01-05,Bob,Uranium,471.0629
2020-01-05,Charlie,Equipment,6.9134
2020-01-05,Charlie,Equipment,6.7767
2020-01-05,Charlie,Equipment,6.7703
2020-01-05,Charlie,Equipment,6.7581
2020-01-05,Charlie,Medicine,36.6655
2020-01-05,Charlie,Medicine,36.5805
2020-01-05,Charlie,Medicine,37.454
2020-01-05,Charlie,Medicine,36.6311
2020-01-05,Charlie,Medicine,36.6571
2020-01-05,Charlie,Metals,2.9102
2020-01-05,Charlie,Metals,2.9106
2020-01-05,Charlie,Metals,2.9822
2020-01-05,Charlie,Metals,2.9121
2020-01-05,Charlie,Metals,2.9141
2020-01-05,Charlie,Metals,2.9174
2020-01-05,Charlie,Software,17.9988
2020-01-05,Charlie,Software,17.9795
2020-01-05,Charlie,Software,17.9861
2020-01-05,Charlie,Software,17.6773
2020-01-05,Charlie,Software,17.622
2020-01-05,Charlie,Software,17.6605
2020-01-05,Charlie,Software,17.9851
2020-01-05,Charlie,StarGems,1056.4274
2020-01-05,Charlie,StarGems,1057.9692
2020-01-05,Charlie,StarGems,1092.5789
2020-01-05,Charlie,StarGems,1056.4183
2020-01-05,Charlie,Uranium,438.1161
2020-01-05,Charlie,Uranium,437.5892
2020-01-05,Charlie,Uranium,438.1072
2020-01-05,Charlie,Uranium,437.8106
2020-01-05,Dana,Equipment,7.2719
2020-01-05,Dana,Equipment,7.2415
2020-01-05,Dana,Equipment,7.0507
2020-01-05,Dana,Equipment,7.0665
2020-01-05,Dana,Equipment,7.2583
2020-01-05,Dana,Equipment,7.2453
2020-01-05,Dana,Equipment,7.2523
2020-01-05,Dana,Equipment,7.2576
2020-01-05,Dana,Equipment,7.2482
2020-01-05,Dana,Medicine,37.9851
2020-01-05,Dana,Medicine,37.8626
2020-01-05,Dana,Medicine,37.8936
2020-01-05,Dana,Medicine,37.1377
2020-01-05,Dana,Medicine,37.163
2020-01-05,Dana,Medicine,37.1305
2020-01-05,Dana,Medicine,37.1258
2020-01-05,Dana,Medicine,37.8558
2020-01-05,Dana,Metals,3.3453
2020-01-05,Dana,Metals,3.3407
2020-01-05,Dana,Metals,3.3414
2020-01-05,Dana,Software,22.7988
2020-01-05,Dana,Software,22.2203
2020-01-05,Dana,Software,22.2559
2020-01-05,Dana,Software,22.2587
2020-01-05,Dana,Software,22.2507
2020-01-05,Dana,StarGems,1150.9105
2020-01-05,Dana,StarGems,1133.245
2020-01-05,Dana,StarGems,1149.7801
2020-01-05,Dana,Uranium,509.7115
2020-01-05,Dana,Uranium,511.1625
2020-01-05,Dana,Uranium,502.7695
2020-01-05,Dana,Uranium,503.7282
2020-01-05,Dana,Uranium,503.2312
2020-01-05,Dana,Uranium,503.3562
2020-01-05,Dana,Uranium,503.0875
2020-01-06,Alice,Equipment,7.1123
2020-01-06,Alice,Equipment,7.2502
2020-01-06,Alice,Equipment,7.2545
2020-01-06,Alice,Equipment,7.2652
2020-01-06,Alice,Equipment,7.1116
2020-01-06,Alice,Medicine,37.6926
2020-01-06,Alice,Medicine,38.7816
2020-01-06,Alice,Medicine,38.7549
2020-01-06,Alice,Medicine,38.798
2020-01-06,Alice,Metals,2.9428
2020-01-06,Alice,Metals,2.9381
2020-01-06,Alice,Metals,2.8706
2020-01-06,Alice,Metals,2.9381
2020-01-06,Alice,Software,20.8894
2020-01-06,Alice,Software,20.1278
2020-01-06,Alice,Software,20.2011
2020-01-06,Alice,Software,20.1425
2020-01-06,Alice,Software,20.905
2020-01-06,Alice,Software,20.8918
2020-01-06,Alice,StarGems,1098.5789
2020-01-06,Alice,StarGems,1096.3544
2020-01-06,Alice,StarGems,1098.1747
2020-01-06,Alice,Uranium,489.0976
2020-01-06,Alice,Uranium,502.6939
2020-01-06,Bob,Equipment,6.3276
2020-01-06,Bob,Equipment,6.5856
2020-01-06,Bob,Equipment,6.3101
2020-01-06,Bob,Medicine,40.749
2020-01-06,Bob,Medicine,39.4106
2020-01-06,Bob,Medicine,40.7228
2020-01-06,Bob,Medicine,40.7088
2020-01-06,Bob,Medicine,40.7365
2020-01-06,Bob,Medicine,40.7272
2020-01-06,Bob,Medicine,39.3456
2020-01-06,Bob,Medicine,40.7737
2020-01-06,Bob,Metals,3.3491
2020-01-06,Bob,Metals,3.44
2020-01-06,Bob,Metals,3.4353
2020-01-06,Bob,Metals,3.4389
2020-01-06,Bob,Software,20.9824
2020-01-06,Bob,Software,20.6961
2020-01-06,Bob,Software,20.7011
2020-01-06,Bob,Software,20.7587
2020-01-06,Bob,Software,20.6617
2020-01-06,Bob,StarGems,983.0631
2020-01-06,Bob,StarGems,1006.7786
2020-01-06,Bob,StarGems,1007.1723
2020-01-06,Bob,StarGems,1007.4945
2020-01-06,Bob,StarGems,1003.4477
2020-01-06,Bob,StarGems,982.9185
2020-01-06,Bob,StarGems,981.4792
2020-01-06,Bob,StarGems,983.1769
2020-01-06,Bob,Uranium,542.1035
2020-01-06,Bob,Uranium,542.5727
2020-01-06,Bob,Uranium,555.4034
2020-01-06,Bob,Uranium,555.4066
2020-01-06,Bob,Uranium,542.0719
2020-01-06,Bob,Uranium,540.6403
2020-01-06,Charlie,Equipment,6.4531
2020-01-06,Charlie,Equipment,6.4505
2020-01-06,Charlie,Equipment,6.5841
2020-01-06,Charlie,Equipment,6.5657
2020-01-06,Charlie,Equipment,6.5764
2020-01-06,Charlie,Medicine,37.4355
2020-01-06,Charlie,Medicine,37.5046
2020-01-06,Charlie,Medicine,37.4139
2020-01-06,Charlie,Medicine,37.4668
2020-01-06,Charlie,Metals,2.9324
2020-01-06,Charlie,Metals,2.9356
2020-01-06,Charlie,Metals,2.8405
2020-01-06,Charlie,Metals,2.8414
2020-01-06,Charlie,Software,17.6558
2020-01-06,Charlie,Software,17.6492
2020-01-06,Charlie,Software,17.64
2020-01-06,Charlie,Software,18.1139
2020-01-06,Charlie,StarGems,1109.698
2020-01-06,Charlie,StarGems,1086.045
2020-01-06,Charlie,StarGems,1087.6738
2020-01-06,Charlie,StarGems,1086.7522
2020-01-06,Charlie,StarGems,1110.2627
2020-01-06,Charlie,Uranium,422.4614
2020-01-06,Charlie,Uranium,422.581
2020-01-06,Charlie,Uranium,434.823
2020-01-06,Charlie,Uranium,435.0382
2020-01-06,Dana,Equipment,6.9681
2020-01-06,Dana,Equipment,6.9588
2020-01-06,Dana,Equipment,6.9705
2020-01-06,Dana,Equipment,7.1712
