date,player,asset,volume,price
2020-01-01,Bob,StarGems,10,944.4402410140912
2020-01-01,Bob,Uranium,10,533.5868979562897
2020-01-01,Bob,Uranium,-20,552.3399233461395
2020-01-01,Bob,Uranium,30,534.0141992566568
2020-01-01,Bob,Uranium,20,535.7195045906358
2020-01-01,Charlie,Equipment,1950,6.525323238810181
2020-01-01,Charlie,Equipment,1250,6.5227298591330864
2020-01-01,Charlie,Equipment,2160,6.524397354571969
2020-01-01,Charlie,Equipment,1790,6.524588754012078
2020-01-01,Charlie,Equipment,1570,6.529471241150413
2020-01-01,Charlie,Medicine,-130,40.07562111309786
2020-01-01,Charlie,Medicine,290,38.747717420242104
2020-01-01,Charlie,Medicine,50,38.740514465565745
2020-01-01,Charlie,Medicine,130,38.71101194780991
2020-01-01,Charlie,Medicine,260,38.74500995697536
2020-01-01,Charlie,Metals,1160,3.0464197293690747
2020-01-01,Charlie,Metals,-6040,3.1341013063000944
2020-01-01,Charlie,Metals,2940,3.0450477846282538
2020-01-01,Charlie,Metals,-5280,3.137983058071954
2020-01-01,Charlie,Metals,-3460,3.1382269429452823
2020-01-01,Charlie,Metals,-1210,3.133465093739822
2020-01-01,Charlie,Metals,-2410,3.13382015596535
2020-01-01,Charlie,Software,440,20.674884136672485
2020-01-01,Charlie,Software,-150,21.10310606643195
2020-01-01,Charlie,Software,-620,21.128793786252675
2020-01-01,Charlie,StarGems,-10,1149.9811938101411
2020-01-01,Charlie,StarGems,10,1120.5322615725481
2020-01-01,Charlie,StarGems,20,1120.9426853918112
2020-01-01,Charlie,StarGems,-20,1150.0361497555007
2020-01-01,Charlie,StarGems,10,1120.282800683814
2020-01-01,Charlie,StarGems,-20,1151.2807949860041
2020-01-01,Charlie,Uranium,-10,528.195980403742
2020-01-01,Charlie,Uranium,-30,528.4114121609308
2020-01-01,Charlie,Uranium,-30,528.928841998581
2020-01-01,Charlie,Uranium,-30,527.8823777191858
2020-01-01,Charlie,Uranium,-10,528.3491105541834
2020-01-01,Dana,Equipment,-2460,7.29298986374765
2020-01-01,Dana,Equipment,1710,7.063714217244784
2020-01-01,Dana,Equipment,1950,7.056222327602367
2020-01-01,Dana,Equipment,1650,7.067989577634153
2020-01-01,Dana,Medicine,-150,42.13631598064221
2020-01-01,Dana,Medicine,-300,42.25237955653179
2020-01-01,Dana,Medicine,-500,42.147249438128895
2020-01-01,Dana,Metals,-5620,3.3878935631539586
2020-01-01,Dana,Metals,-290,3.392797748427818
2020-01-01,Dana,Metals,-5090,3.3943029270983853
2020-01-01,Dana,Metals,-3820,3.3905391021745053
2020-01-01,Dana,Software,640,20.872165342916833
2020-01-01,Dana,Software,840,20.85418135129568
2020-01-01,Dana,Software,-570,21.257201521362838
2020-01-01,Dana,StarGems,-20,1118.9326442664697
2020-01-01,Dana,StarGems,20,1091.5124907781162
2020-01-01,Dana,StarGems,10,1092.332798300133
2020-01-01,Dana,StarGems,10,1091.5530022496594
2020-01-01,Dana,Uranium,10,493.72659329884345
2020-01-01,Dana,Uranium,30,494.28785312384576
2020-01-02,Alice,Equipment,-1400,7.058297595160872
2020-01-02,Alice,Equipment,920,6.759240036287026
2020-01-02,Alice,Equipment,2460,6.751040836409238
2020-01-02,Alice,Equipment,-770,7.054557518628262
2020-01-02,Alice,Medicine,310,39.00436361145868
2020-01-02,Alice,Medicine,330,39.10299779892054
2020-01-02,Alice,Medicine,-440,39.6030043692482
2020-01-02,Alice,Medicine,210,39.105771124710614
2020-01-02,Alice,Medicine,500,39.03601833342281
2020-01-02,Alice,Medicine,-410,39.58248546793579
2020-01-02,Alice,Metals,1420,3.1189864974362083
2020-01-02,Alice,Metals,-3760,3.2232426464741923
2020-01-02,Alice,Software,800,20.62949965172577
2020-01-02,Alice,Software,20,20.61893075170082
2020-01-02,Alice,Software,310,20.658208859356407
2020-01-02,Alice,Software,850,20.630089106237513
2020-01-02,Alice,Software,560,20.62680063825236
2020-01-02,Alice,StarGems,-10,983.2571151364594
2020-01-02,Alice,StarGems,10,964.0123196453528
2020-01-02,Alice,StarGems,10,965.1829702640324
2020-01-02,Alice,Uranium,-30,544.3104251233202
2020-01-02,Alice,Uranium,-20,543.3471612549811
2020-01-02,Alice,Uranium,-40,543.7529052176682
2020-01-02,Alice,Uranium,10,534.3541018216208
2020-01-02,Alice,Uranium,20,534.9506381994365
2020-01-02,Bob,Equipment,1310,6.538448365459483
2020-01-02,Bob,Equipment,-800,6.635273290300926
2020-01-02,Bob,Equipment,410,6.546383112669138
2020-01-02,Bob,Equipment,-1170,6.636964824897552
2020-01-02,Bob,Medicine,210,39.44897902593892
2020-01-02,Bob,Medicine,230,39.331594427981635
2020-01-02,Bob,Medicine,110,39.3442572891305
2020-01-02,Bob,Medicine,210,39.40719962726677
2020-01-02,Bob,Medicine,230,39.32123082104666
2020-01-02,Bob,Metals,4630,3.1935240282292523
2020-01-02,Bob,Metals,-1620,3.287485020530716
2020-01-02,Bob,Metals,-2560,3.29192629051
2020-01-02,Bob,Metals,-4960,3.2929969910038275
2020-01-02,Bob,Metals,-2680,3.2947722384603573
2020-01-02,Bob,Software,-320,20.20723530018382
2020-01-02,Bob,Software,-660,20.218443800626822
2020-01-02,Bob,Software,220,19.95830178378664
2020-01-02,Bob,Software,690,19.98341364835193
2020-01-02,Bob,Software,450,19.99499627030834
2020-01-02,Bob,StarGems,-20,1010.145518588093
2020-01-02,Bob,StarGems,-10,1008.3160479578543
2020-01-02,Bob,StarGems,-10,1007.8957689212707
2020-01-02,Bob,StarGems,-10,1007.4733165217876
2020-01-02,Bob,StarGems,20,982.7694766923344
2020-01-02,Bob,Uranium,30,457.31709001751256
2020-01-02,Bob,Uranium,20,457.9477130810328
2020-01-02,Bob,Uranium,-10,467.39920337347104
2020-01-02,Bob,Uranium,-20,468.08445956074877
2020-01-02,Bob,Uranium,-40,467.2253145016735
2020-01-02,Bob,Uranium,-30,467.6322480566731
2020-01-02,Charlie,Equipment,2370,7.0816272068202935
2020-01-02,Charlie,Equipment,2860,7.080904757876182
2020-01-02,Charlie,Equipment,1120,7.078541247318486
2020-01-02,Charlie,Equipment,1980,7.086946758986804
2020-01-02,Charlie,Equipment,-1430,7.306289497832336
2020-01-02,Charlie,Equipment,-200,7.282618181315301
2020-01-02,Charlie,Medicine,-350,35.06607701750782
2020-01-02,Charlie,Medicine,-500,35.1539074569656
2020-01-02,Charlie,Medicine,370,34.750835424356495
2020-01-02,Charlie,Medicine,310,34.66753085903915
2020-01-02,Charlie,Medicine,-260,35.134935168221666
2020-01-02,Charlie,Metals,3780,2.8975244219422196
2020-01-02,Charlie,Metals,-4690,2.9661324452279128
2020-01-02,Charlie,Metals,2000,2.8954812488868256
2020-01-02,Charlie,Metals,2960,2.891101543824765
2020-01-02,Charlie,Software,590,19.91904172551109
2020-01-02,Charlie,Software,450,19.941354423260186
2020-01-02,Charlie,Software,380,19.94637089143855
2020-01-02,Charlie,Software,-890,20.26620270333862
2020-01-02,Charlie,Software,740,19.92386291729012
2020-01-02,Charlie,Software,550,20.002517128631418
2020-01-02,Charlie,Software,1000,19.955208668074683
2020-01-02,Charlie,Software,-540,20.310668399106746
2020-01-02,Charlie,Software,390,19.960520566948254
2020-01-02,Charlie,StarGems,10,936.3805313361631
2020-01-02,Charlie,StarGems,-10,956.6349503520083
2020-01-02,Charlie,StarGems,-10,958.3257354416568
2020-01-02,Charlie,StarGems,-10,958.7234644255661
2020-01-02,Charlie,StarGems,-20,959.3471745313267
2020-01-02,Charlie,Uranium,30,543.626693857316
2020-01-02,Charlie,Uranium,30,543.5698294456739
2020-01-02,Dana,Equipment,2670,7.111070315549623
2020-01-02,Dana,Equipment,1370,7.11022567810307
2020-01-02,Dana,Equipment,-1850,7.226076634090481
2020-01-02,Dana,Equipment,-150,7.223209704115519
2020-01-02,Dana,Equipment,-710,7.218277809704585
2020-01-02,Dana,Medicine,-160,41.47112268477974
2020-01-02,Dana,Medicine,-260,41.49024548963831
2020-01-02,Dana,Medicine,260,40.14853460252554
2020-01-02,Dana,Medicine,450,40.27489048488435
2020-01-02,Dana,Medicine,100,40.22172193860093
2020-01-02,Dana,Medicine,-390,41.41701192571583
2020-01-02,Dana,Medicine,-130,41.38984491762041
2020-01-02,Dana,Medicine,90,40.21011879405163
2020-01-02,Dana,Metals,-2270,3.3741003492025277
2020-01-02,Dana,Metals,-2340,3.377420987757475
2020-01-02,Dana,Metals,-4610,3.3721850805757394
2020-01-02,Dana,Metals,-1890,3.372498538634996
2020-01-02,Dana,Metals,-340,3.3725614791347147
2020-01-02,Dana,Software,350,21.358133221194535
2020-01-02,Dana,Software,780,21.37502446042425
2020-01-02,Dana,Software,70,21.311110408544113
2020-01-02,Dana,Software,190,21.3595109724455
2020-01-02,Dana,StarGems,-10,1136.9455144575265
2020-01-02,Dana,StarGems,-10,1138.6282610907867
2020-01-02,Dana,StarGems,-10,1140.2877314320085
2020-01-02,Dana,StarGems,-10,1139.2067497835355
2020-01-02,Dana,StarGems,-10,1138.1211847607144
2020-01-02,Dana,StarGems,10,1104.1372240224057
2020-01-02,Dana,StarGems,20,1103.920693107388
2020-01-02,Dana,Uranium,-20,510.8646731153784
2020-01-02,Dana,Uranium,10,499.5379966852852
2020-01-02,Dana,Uranium,30,499.0525398571542
2020-01-02,Dana,Uranium,-20,511.40075804720715
2020-01-02,Dana,Uranium,30,500.0714328364196
2020-01-03,Alice,Equipment,1230,6.662424227803828
2020-01-03,Alice,Equipment,540,6.660792185126176
2020-01-03,Alice,Equipment,-2270,6.813804986857911
2020-01-03,Alice,Equipment,1940,6.658565847069591
2020-01-03,Alice,Equipment,810,6.668365232475442
2020-01-03,Alice,Medicine,-430,43.46354217139045
2020-01-03,Alice,Medicine,-10,43.50344491542825
2020-01-03,Alice,Medicine,180,42.291504024699826
2020-01-03,Alice,Medicine,310,42.32409311385324
2020-01-03,Alice,Metals,2910,2.8643912632792055
2020-01-03,Alice,Metals,1920,2.8676224927658507
2020-01-03,Alice,Metals,-3590,2.96502303574235
2020-01-03,Alice,Metals,-2220,2.9611050171131543
2020-01-03,Alice,Software,570,21.69232997843981
2020-01-03,Alice,Software,550,21.65659963167795
2020-01-03,Alice,Software,700,21.70313968073501
2020-01-03,Alice,Software,560,21.688645964217372
2020-01-03,Alice,Software,1000,21.72038702383307
2020-01-03,Alice,Software,400,21.637243267674346
2020-01-03,Alice,Software,-460,22.261732564660306
2020-01-03,Alice,Software,-300,22.28196622328412
2020-01-03,Alice,StarGems,-10,1126.398818111959
2020-01-03,Alice,StarGems,-10,1123.5347364034349
2020-01-03,Alice,StarGems,10,1092.4420672408394
2020-01-03,Alice,Uranium,40,512.46706711061
2020-01-03,Alice,Uranium,-20,527.3055115635052
2020-01-03,Alice,Uranium,-30,528.3412034349775
2020-01-03,Alice,Uranium,-20,527.3856021577217
2020-01-03,Bob,Equipment,-2860,6.668671496897495
2020-01-03,Bob,Equipment,-2080,6.6707928398210585
2020-01-03,Bob,Equipment,1610,6.492477593161462
2020-01-03,Bob,Equipment,-1150,6.665270141854492
2020-01-03,Bob,Equipment,-1430,6.666991871477006
2020-01-03,Bob,Equipment,-1360,6.6502471925215
2020-01-03,Bob,Equipment,580,6.485812629767275
2020-01-03,Bob,Medicine,-370,39.244416323248245
2020-01-03,Bob,Medicine,-360,39.127009559902206
2020-01-03,Bob,Metals,-2480,3.232796547466314
2020-01-03,Bob,Metals,-3040,3.2232696877259683
2020-01-03,Bob,Metals,-4990,3.224126318023743
2020-01-03,Bob,Metals,-2780,3.2281723971649874
2020-01-03,Bob,Metals,-4230,3.2278821422151602
2020-01-03,Bob,Metals,2380,3.125525049575293
2020-01-03,Bob,Metals,6210,3.123724512357331
2020-01-03,Bob,Software,-670,20.783977637026307
2020-01-03,Bob,Software,-950,20.729575268771725
2020-01-03,Bob,Software,-650,20.72037146787496
2020-01-03,Bob,Software,520,20.014996923081984
2020-01-03,Bob,StarGems,-10,1000.1559508928545
2020-01-03,Bob,StarGems,-20,1001.0456912969237
2020-01-03,Bob,StarGems,-10,1002.1065575929077
2020-01-03,Bob,Uranium,-20,463.1602893782268
2020-01-03,Bob,Uranium,-30,462.91447664206265
2020-01-03,Bob,Uranium,-20,462.3426255057524
2020-01-03,Bob,Uranium,-20,462.9873384891481
2020-01-03,Charlie,Equipment,-1940,6.670642594843421
2020-01-03,Charlie,Equipment,-1620,6.673027766881255
2020-01-03,Charlie,Equipment,1030,6.452478903308943
2020-01-03,Charlie,Equipment,470,6.441255487585961
2020-01-03,Charlie,Equipment,1590,6.446613607383165
2020-01-03,Charlie,Equipment,-1640,6.6723499376839115
2020-01-03,Charlie,Equipment,-1970,6.663127798068146
2020-01-03,Charlie,Equipment,-390,6.660724670206321
2020-01-03,Charlie,Medicine,-310,39.367969847809334
2020-01-03,Charlie,Medicine,-310,39.37128970882278
2020-01-03,Charlie,Medicine,-310,39.37758343489332
2020-01-03,Charlie,Metals,-1900,3.133269288137143
2020-01-03,Charlie,Metals,3140,3.059124613595113
2020-01-03,Charlie,Metals,5040,3.0536991404244884
2020-01-03,Charlie,Metals,-2780,3.1302680279343216
2020-01-03,Charlie,Metals,-580,3.1321269687828397
2020-01-03,Charlie,Software,710,21.09536951760955
2020-01-03,Charlie,Software,500,21.03156823281767
2020-01-03,Charlie,Software,-270,21.870346793171226
2020-01-03,Charlie,Software,-430,21.855648620947786
2020-01-03,Charlie,Software,-310,21.844111108978662
2020-01-03,Charlie,StarGems,-10,1209.0453281382386
2020-01-03,Charlie,StarGems,-20,1211.880878022771
2020-01-03,Charlie,Uranium,-10,505.3335079438602
2020-01-03,Charlie,Uranium,20,493.2758150871697
2020-01-03,Charlie,Uranium,-30,505.8762031157022
2020-01-03,Charlie,Uranium,-10,506.2099573437633
2020-01-03,Charlie,Uranium,-10,504.58286727188823
2020-01-03,Charlie,Uranium,-10,506.3029026578341
2020-01-03,Dana,Equipment,1730,7.0139614162971595
2020-01-03,Dana,Equipment,-1060,7.151422369997741
2020-01-03,Dana,Equipment,1150,7.028493245771395
2020-01-03,Dana,Equipment,-1670,7.1572652006738124
2020-01-03,Dana,Equipment,-1190,7.152845908389573
2020-01-03,Dana,Medicine,-120,40.62300050232891
2020-01-03,Dana,Medicine,-320,40.50898430661313
2020-01-03,Dana,Medicine,-70,40.48636525314677
2020-01-03,Dana,Medicine,470,39.458786875098866
2020-01-03,Dana,Medicine,-280,40.469183010647335
2020-01-03,Dana,Metals,-2270,3.4589594225473768
2020-01-03,Dana,Metals,-3810,3.4503501767732807
2020-01-03,Dana,Metals,-3310,3.45668143899415
2020-01-03,Dana,Software,-500,22.054072343624615
2020-01-03,Dana,Software,780,21.71261946105375
2020-01-03,Dana,Software,260,21.677125196169904
2020-01-03,Dana,Software,930,21.690099361989848
2020-01-03,Dana,StarGems,-10,1121.3768877291286
2020-01-03,Dana,StarGems,10,1095.2908774341488
2020-01-03,Dana,Uranium,-30,509.65806566208295
2020-01-03,Dana,Uranium,-10,508.8170692084654
2020-01-03,Dana,Uranium,30,497.0782619757988
2020-01-04,Alice,Equipment,1550,6.436699563479331
2020-01-04,Alice,Equipment,470,6.442611823111442
2020-01-04,Alice,Equipment,-1340,6.703083163356981
2020-01-04,Alice,Equipment,-1790,6.701676113147706
2020-01-04,Alice,Equipment,-660,6.705198448640461
2020-01-04,Alice,Medicine,-150,39.35764787816693
2020-01-04,Alice,Medicine,-440,39.357072522200426
2020-01-04,Alice,Medicine,-240,39.33965414243783
2020-01-04,Alice,Medicine,300,38.2374278260788
2020-01-04,Alice,Medicine,20,38.24196384137921
2020-01-04,Alice,Medicine,300,38.194756278224254
2020-01-04,Alice,Metals,2360,3.2250385400570285
2020-01-04,Alice,Metals,-5190,3.288697710716631
2020-01-04,Alice,Metals,-2020,3.2821970282071513
2020-01-04,Alice,Metals,-4940,3.291642331875917
2020-01-04,Alice,Metals,2890,3.2211603708521306
2020-01-04,Alice,Metals,-1970,3.2832941504973117
2020-01-04,Alice,Software,-1000,20.91397061945774
2020-01-04,Alice,Software,-850,20.923460447390575
2020-01-04,Alice,Software,130,20.311287613779147
2020-01-04,Alice,Software,370,20.362153226110912
2020-01-04,Alice,StarGems,10,981.6166353033202
2020-01-04,Alice,StarGems,10,978.8210785375597
2020-01-04,Alice,StarGems,10,980.8880984274832
2020-01-04,Alice,StarGems,10,980.3029482989402
2020-01-04,Alice,Uranium,20,520.0917915414389
2020-01-04,Alice,Uranium,10,519.5611737027971
2020-01-04,Alice,Uranium,30,519.5120283798399
2020-01-04,Bob,Equipment,920,6.464851902062912
2020-01-04,Bob,Equipment,-1150,6.665418163430616
2020-01-04,Bob,Equipment,-2260,6.671272441678469
2020-01-04,Bob,Equipment,-720,6.6537052948568665
2020-01-04,Bob,Equipment,850,6.4790362920486
2020-01-04,Bob,Equipment,-2860,6.652685419823432
2020-01-04,Bob,Medicine,-320,39.41150191875444
2020-01-04,Bob,Medicine,-270,39.4124747863984
2020-01-04,Bob,Medicine,-90,39.45893560063217
2020-01-04,Bob,Metals,-6250,3.1576245936165357
2020-01-04,Bob,Metals,-3570,3.1533553404574173
2020-01-04,Bob,Metals,-1930,3.1571869544357605
2020-01-04,Bob,Metals,-3660,3.1564861198820577
2020-01-04,Bob,Metals,-5130,3.1550729431552003
2020-01-04,Bob,Metals,4850,3.0747021398468504
2020-01-04,Bob,Metals,3780,3.0699006304506016
2020-01-04,Bob,Metals,3820,3.0748547544119
2020-01-04,Bob,Software,360,19.68405713570468
2020-01-04,Bob,Software,670,19.690958311347327
2020-01-04,Bob,Software,490,19.652904865003684
2020-01-04,Bob,StarGems,20,993.2020008061705
2020-01-04,Bob,StarGems,-10,1017.4571986781136
2020-01-04,Bob,StarGems,-10,1015.8297705716674
2020-01-04,Bob,StarGems,-10,1017.0936760128288
2020-01-04,Bob,Uranium,-20,462.5701144025546
2020-01-04,Bob,Uranium,40,449.65783709460476
2020-01-04,Bob,Uranium,10,449.6436058742164
2020-01-04,Bob,Uranium,-20,462.7907913431735
2020-01-04,Charlie,Equipment,1480,6.467116154654023
2020-01-04,Charlie,Equipment,1680,6.4782063622385255
2020-01-04,Charlie,Equipment,-800,6.6667002718362
2020-01-04,Charlie,Equipment,-2570,6.6528062680155235
2020-01-04,Charlie,Medicine,-380,39.38826368216085
2020-01-04,Charlie,Medicine,240,38.40733570419947
2020-01-04,Charlie,Medicine,-30,39.334059730911456
2020-01-04,Charlie,Medicine,-150,39.32276081421062
2020-01-04,Charlie,Medicine,260,38.43263908404006
2020-01-04,Charlie,Medicine,340,38.40799994391664
2020-01-04,Charlie,Medicine,-400,39.41442421610199
2020-01-04,Charlie,Metals,-3750,3.158418915380263
2020-01-04,Charlie,Metals,-5200,3.1518087666247516
2020-01-04,Charlie,Metals,-5130,3.1573659168307016
2020-01-04,Charlie,Metals,-2370,3.1561239812758948
2020-01-04,Charlie,Metals,4520,3.067723396073295
2020-01-04,Charlie,Metals,2520,3.0755738765461533
2020-01-04,Charlie,Software,310,19.672137972347347
2020-01-04,Charlie,Software,-910,20.220921602140855
2020-01-04,Charlie,Software,-820,20.21156714838648
2020-01-04,Charlie,Software,-600,20.23749755726577
2020-01-04,Charlie,Software,650,19.669693810342967
2020-01-04,Charlie,Software,300,19.642371187866694
2020-01-04,Charlie,Software,710,19.657831883583686
2020-01-04,Charlie,StarGems,-10,1017.0886509370301
2020-01-04,Charlie,StarGems,10,989.8355166719815
2020-01-04,Charlie,StarGems,-10,1016.7790666308016
2020-01-04,Charlie,StarGems,-10,1016.7528541558005
2020-01-04,Charlie,StarGems,-10,1017.844359643488
2020-01-04,Charlie,Uranium,-10,461.8440473803461
2020-01-04,Charlie,Uranium,-10,461.523419224921
2020-01-04,Charlie,Uranium,-20,462.5143652408641
2020-01-04,Charlie,Uranium,-20,462.6200592572422
2020-01-04,Charlie,Uranium,-20,461.23943745396093
2020-01-04,Dana,Equipment,1200,6.991470846905103
2020-01-04,Dana,Equipment,1840,6.982773333003139
2020-01-04,Dana,Equipment,-2440,7.274868715119938
2020-01-04,Dana,Equipment,1590,6.987328206556326
2020-01-04,Dana,Medicine,-500,36.923706110876545
2020-01-04,Dana,Medicine,-350,36.89403812706347
2020-01-04,Dana,Medicine,200,36.39937555695311
2020-01-04,Dana,Medicine,160,36.39106965759562
2020-01-04,Dana,Medicine,-390,36.9617622109629
2020-01-04,Dana,Metals,5360,3.3725149523761973
2020-01-04,Dana,Metals,-1270,3.480696101456269
2020-01-04,Dana,Metals,1700,3.371487517484731
2020-01-04,Dana,Metals,5890,3.371371702487117
2020-01-04,Dana,Metals,3970,3.377850650545726
2020-01-04,Dana,Software,-530,22.52940223475155
2020-01-04,Dana,Software,-380,22.56339411437632
2020-01-04,Dana,Software,-780,22.57346073215974
2020-01-04,Dana,Software,290,21.906112808085805
2020-01-04,Dana,Software,-540,22.54144280616818
2020-01-04,Dana,Software,-690,22.52167960468718
2020-01-04,Dana,StarGems,10,1132.9082415341456
2020-01-04,Dana,StarGems,-20,1180.2542456205078
2020-01-04,Dana,StarGems,-10,1181.5383209702848
2020-01-04,Dana,StarGems,-20,1180.7612328412752
2020-01-04,Dana,StarGems,20,1132.8879300599526
2020-01-04,Dana,Uranium,40,492.2888066774046
2020-01-04,Dana,Uranium,40,493.0674693020947
2020-01-04,Dana,Uranium,30,491.87441059316535
2020-01-04,Dana,Uranium,40,492.5481414965441
2020-01-04,Dana,Uranium,30,493.09690651322677
2020-01-04,Dana,Uranium,10,492.8879142892871
2020-01-05,Alice,Equipment,-2040,6.763234134403544
2020-01-05,Alice,Equipment,1510,6.593689363023104
2020-01-05,Alice,Equipment,1810,6.608191150416579
2020-01-05,Alice,Equipment,1150,6.603372741760588
2020-01-05,Alice,Equipment,1880,6.604631124324824
2020-01-05,Alice,Equipment,2020,6.597090098218817
2020-01-05,Alice,Medicine,10,45.325234751196874
2020-01-05,Alice,Medicine,-30,47.2291858307058
2020-01-05,Alice,Medicine,-130,47.12110561432569
2020-01-05,Alice,Medicine,-320,47.19485535917732
2020-01-05,Alice,Medicine,-90,47.20760503768264
2020-01-05,Alice,Medicine,190,45.2758462375559
2020-01-05,Alice,Metals,-5260,2.8621608441404183
2020-01-05,Alice,Metals,3110,2.7897270684954476
2020-01-05,Alice,Metals,-1100,2.859682249756793
2020-01-05,Alice,Software,-520,22.424561557957293
2020-01-05,Alice,Software,-830,22.467644316927696
2020-01-05,Alice,Software,-260,22.47103604229403
2020-01-05,Alice,Software,-650,22.44234035020753
2020-01-05,Alice,Software,410,22.008866186886973
2020-01-05,Alice,Software,550,21.981121099946325
2020-01-05,Alice,Software,-470,22.49531774936615
2020-01-05,Alice,Software,-820,22.43399606261717
2020-01-05,Alice,StarGems,-10,1164.1870226422523
2020-01-05,Alice,StarGems,-10,1161.6265458617443
2020-01-05,Alice,StarGems,-10,1163.0335075588039
2020-01-05,Alice,StarGems,20,1132.577111795524
2020-01-05,Alice,StarGems,10,1132.7163416090082
2020-01-05,Alice,Uranium,20,504.94727841028686
2020-01-05,Alice,Uranium,20,505.36858226544547
2020-01-05,Alice,Uranium,-20,516.398096628886
2020-01-05,Alice,Uranium,-10,515.2111024940159
2020-01-05,Alice,Uranium,-20,515.6350905800817
2020-01-05,Bob,Equipment,-2660,6.687142420114849
2020-01-05,Bob,Equipment,-1500,6.695790081710394
2020-01-05,Bob,Equipment,-2410,6.686919071180808
2020-01-05,Bob,Equipment,-1020,6.689481639956062
2020-01-05,Bob,Equipment,-1200,6.700544838312512
2020-01-05,Bob,Medicine,-200,39.82255781112453
2020-01-05,Bob,Medicine,-200,39.80826300411512
2020-01-05,Bob,Medicine,-370,39.763930157283724
2020-01-05,Bob,Medicine,210,39.0670868388281
2020-01-05,Bob,Metals,-4090,3.132281684767295
2020-01-05,Bob,Metals,-5260,3.128349544162162
2020-01-05,Bob,Metals,2730,2.9982300575710976
2020-01-05,Bob,Metals,-5770,3.1261746780355044
2020-01-05,Bob,Metals,-3540,3.1272426331172882
2020-01-05,Bob,Metals,-5290,3.129232894992672
2020-01-05,Bob,Software,-340,20.389210723888603
2020-01-05,Bob,Software,-690,20.41013049070606
2020-01-05,Bob,Software,220,19.657902591610288
2020-01-05,Bob,Software,-170,20.390027871790895
2020-01-05,Bob,Software,-260,20.392364679023466
2020-01-05,Bob,StarGems,-10,1008.3990492990816
2020-01-05,Bob,StarGems,10,995.2324143432579
2020-01-05,Bob,Uranium,-20,471.46325291501637
2020-01-05,Bob,Uranium,-20,469.8741900817494
2020-01-05,Bob,Uranium,-20,471.78325439346673
2020-01-05,Bob,Uranium,-10,470.6912063140191
2020-01-05,Charlie,Equipment,-1190,6.914471970627825
2020-01-05,Charlie,Equipment,1080,6.776303344462434
