date,player,asset,trade#,sentiment,regret,edge,buy,sign,direction,volume,star,asset_price,price,mark
2020-01-01,Alice,Uranium,7,0.027510190534607848,9.368839664019668e-05,1.0014517913792398,False,1,sell,30,Sink,537.2740015762807,538.0540113400589,538.1044207576872
2020-01-01,Bob,Equipment,1,0.021344215481879394,-0.00019254329928290032,0.9992487922686087,True,-1,buy,-1580,Fate,7.399271589799122,7.393713199774202,7.3922895898407655
2020-01-01,Bob,Equipment,3,0.031647447255976166,-0.00024743320546338093,0.999207684441317,True,-1,buy,-840,Fate,7.399271589799122,7.393409031795604,7.391579656899564
2020-01-01,Bob,Equipment,5,-0.014955938315060894,5.251791286951376e-05,0.9985704798930312,True,-1,buy,-1950,Fate,7.399271589799122,7.388694182284581,7.389082221081865
2020-01-01,Bob,Equipment,6,-0.0337201005958721,-0.0004885198328300341,1.0000524829951132,True,-1,buy,-660,Fate,7.399271589799122,7.39965992573381,7.396045045103891
2020-01-01,Bob,Equipment,8,0.015413666389347984,0.00046885282103970884,0.99892535634339,False,1,sell,1350,Fate,7.227836226352719,7.220068878001053,7.223454027662604
2020-01-01,Bob,Medicine,0,-0.017640087405694112,6.668125050971506e-05,1.0006820714074678,True,-1,buy,-260,Fate,37.708368867978244,37.73408866820534,37.736604824424575
2020-01-01,Bob,Medicine,4,0.020451983424304116,-0.0008466762507666892,1.0008007811623914,True,-1,buy,-150,Fate,37.708368867978244,37.73856501943222,37.70661267269225
2020-01-01,Bob,Medicine,7,-0.014125614982679098,0.0012410056507822875,0.9988499017301492,True,-1,buy,-470,Fate,37.708368867978244,37.66500053818429,37.71174301668889
2020-01-01,Bob,Medicine,8,-0.01130542376156839,0.001331624443719395,1.0011608915765429,True,-1,buy,-210,Fate,37.708368867978244,37.75214419576225,37.80241587377614
2020-01-01,Bob,Metals,0,0.01819901986638982,0.0011279519738419878,1.0001065679830323,True,-1,buy,-6660,Fate,3.0301764279377488,3.0304993477279063,3.033917605448903
2020-01-01,Bob,Metals,1,-0.04323129601474318,2.4325700619842285e-05,1.0000135285525573,False,1,sell,2910,Fate,2.963410178221521,2.963450268871866,2.963522356875908
2020-01-01,Bob,Metals,3,0.03573163481029086,-0.00014337643997407997,0.9993937109734584,False,1,sell,3440,Fate,2.963410178221521,2.961613495149324,2.9611888695498103
2020-01-01,Bob,Metals,7,-0.011554471293526207,0.00031820555523295153,1.0012360972508898,False,1,sell,6140,Fate,2.963410178221521,2.9670732413960796,2.968017380584275
2020-01-01,Bob,Metals,9,0.002490527492101209,-0.00026526552165464146,1.0005373188421745,False,1,sell,4240,Fate,2.963410178221521,2.9650024743473713,2.964215961419306
2020-01-01,Bob,Software,1,0.016589184205381732,-0.0005196279336687089,0.9993810850218181,False,1,sell,610,Fate,19.450578708086844,19.438540453590104,19.42843964498067
2020-01-01,Bob,Software,2,0.007509211901970406,0.0004067041449330931,0.9993645505278619,False,1,sell,680,Fate,19.450578708086844,19.43821884811401,19.446124452289656
2020-01-01,Bob,Software,5,0.023223258345795597,-0.00010114844377856713,0.999581527160933,True,-1,buy,-530,Fate,20.00384995673593,19.995478888852265,19.99345637728005
2020-01-01,Bob,Software,7,0.01804032095024867,-0.0005123372399860483,0.999559346743199,True,-1,buy,-160,Fate,20.00384995673593,19.995035195103938,19.984790993958654
2020-01-01,Bob,Software,8,0.003026523873540467,-0.0007709714229125111,1.0003967539587397,True,-1,buy,-120,Fate,20.00384995673593,20.0117865633963,19.996358047834498
2020-01-01,Bob,Software,9,0.009126300260528972,-0.0003699184808315798,1.0000189531221928,False,1,sell,420,Fate,19.450578708086844,19.45094735728182,19.443752092384678
2020-01-01,Bob,StarGems,1,-0.001657489033657876,0.00010381322765604265,0.9997288404092348,True,-1,buy,-10,Fate,973.4020910658086,973.1381437531452,973.2391683648034
2020-01-01,Bob,StarGems,2,-0.03652224738314893,0.00028021116217211985,0.999828309974469,True,-1,buy,-10,Fate,973.4020910658086,973.2349676359416,973.5076789372894
2020-01-01,Bob,StarGems,4,0.033964969965316553,-0.00010580976810038676,1.0011409490989305,False,1,sell,10,Fate,943.081762102671,944.1577703893597,944.0578692746246
2020-01-01,Bob,StarGems,7,-0.022401469149679706,0.000499368958246928,1.001890579455879,True,-1,buy,-10,Fate,973.4020910658086,975.2423850614873,975.7293908353537
2020-01-01,Bob,StarGems,8,0.048850945071092305,-0.00035153041065472064,1.0014404678003648,False,1,sell,10,Fate,943.081762102671,944.4402410140912,944.1082415483286
2020-01-01,Bob,Uranium,0,0.02536747670189401,-0.0004098073046381799,0.9987602214439278,False,1,sell,10,Fate,534.2492487184485,533.5868979562897,533.3682301478481
2020-01-01,Bob,Uranium,4,0.011911452677386497,-0.0005203278097919899,0.9999028033939067,True,-1,buy,-20,Fate,552.3936141306606,552.3399233461395,552.0525255235641
2020-01-01,Bob,Uranium,6,0.02101093751358245,0.00014281797350867024,0.9995600378243759,False,1,sell,30,Fate,534.2492487184485,534.0141992566568,534.0904660824194
2020-01-01,Bob,Uranium,9,0.01023456183162873,-0.00025780671956304794,1.0027520036307287,False,1,sell,20,Fate,534.2492487184485,535.7195045906358,535.5813925025514
2020-01-01,Charlie,Equipment,0,0.010007188508371283,0.0019243988342164038,0.999079193601465,False,1,sell,1950,Ivan,6.5313373360201785,6.525323238810181,6.537880563243832
2020-01-01,Charlie,Equipment,1,-0.007973261344850593,-9.939793018569752e-06,0.9986821264246111,False,1,sell,1250,Ivan,6.5313373360201785,6.5227298591330864,6.52266502454837
2020-01-01,Charlie,Equipment,3,-0.029706580367147163,0.00027372434879809255,0.9989374333170734,False,1,sell,2160,Ivan,6.5313373360201785,6.524397354571969,6.526183240989148
2020-01-01,Charlie,Equipment,4,0.014834441475525898,-9.863620957749062e-06,0.9989667381026421,False,1,sell,1790,Ivan,6.5313373360201785,6.524588754012078,6.524524397941703
2020-01-01,Charlie,Equipment,7,0.032965837025028324,0.00015464139515060864,0.9997142859457782,False,1,sell,1570,Ivan,6.5313373360201785,6.529471241150413,6.53048096769274
2020-01-01,Charlie,Medicine,1,0.0490687302236077,0.00044470231318629103,0.9999905131852002,True,-1,buy,-130,Ivan,40.07600130670018,40.07562111309786,40.09344283450923
2020-01-01,Charlie,Medicine,3,-0.017926279717938576,-0.0003172390166111161,1.000097308006281,False,1,sell,290,Ivan,38.743947323972556,38.747717420242104,38.73542513247178
2020-01-01,Charlie,Medicine,4,-0.024187141680952276,-0.00016768544531075655,0.9999113962658966,False,1,sell,50,Ivan,38.743947323972556,38.740514465565745,38.73401824514602
2020-01-01,Charlie,Medicine,8,0.006157197488617396,1.281547832628856e-05,0.9991499220281493,False,1,sell,130,Ivan,38.743947323972556,38.71101194780991,38.71150804794451
2020-01-01,Charlie,Medicine,9,0.03659187298869686,6.698090099915651e-05,1.0000274270712253,False,1,sell,260,Ivan,38.743947323972556,38.74500995697536,38.7476051326515
2020-01-01,Charlie,Metals,0,0.011300945150364982,-0.00020694885197001408,0.999854954274611,False,1,sell,1160,Ivan,3.046861663629236,3.0464197293690747,3.045789276303463
2020-01-01,Charlie,Metals,1,0.004300666724998711,0.0004895247333921282,1.0001755790266795,True,-1,buy,-6040,Ivan,3.133551120444316,3.1341013063000944,3.135635526406485
2020-01-01,Charlie,Metals,2,-0.027031755681589126,0.0002442961393435764,0.9994046730041489,False,1,sell,2940,Ivan,3.046861663629236,3.0450477846282538,3.045791678046155
2020-01-01,Charlie,Metals,4,0.027897220917912108,-0.0008111822092490932,1.001414349872489,True,-1,buy,-5280,Ivan,3.133551120444316,3.137983058071954,3.135437582042321
2020-01-01,Charlie,Metals,5,0.031772478233484426,0.00023139607010250345,1.0014921800606538,True,-1,buy,-3460,Ivan,3.133551120444316,3.1382269429452823,3.1389531163269697
2020-01-01,Charlie,Metals,6,-0.023373173225872103,-0.00035587745587220706,0.9999725465769705,True,-1,buy,-1210,Ivan,3.133551120444316,3.133465093739822,3.1323499641541974
2020-01-01,Charlie,Metals,9,-0.018751272611456628,0.0005672368819749905,1.0000858564327477,True,-1,buy,-2410,Ivan,3.133551120444316,3.13382015596535,3.1355977743392898
2020-01-01,Charlie,Software,0,-0.004983227752870405,-0.0006616849783587919,0.9983233725158387,False,1,sell,440,Ivan,20.709606432002545,20.674884136672485,20.66120387640994
2020-01-01,Charlie,Software,5,-0.059873878463868324,9.918826579273486e-06,0.9994036242908261,True,-1,buy,-150,Ivan,21.11569895637176,21.10310606643195,21.103315384481302
2020-01-01,Charlie,Software,7,0.0004098537888705587,-0.00023888804345390725,1.0006201466457716,True,-1,buy,-620,Ivan,21.11569895637176,21.128793786252675,21.123746370044536
2020-01-01,Charlie,StarGems,0,-0.006957779654388856,0.0005470139772192134,1.0006497783830994,True,-1,buy,-10,Ivan,1149.2344461099456,1149.9811938101411,1150.6102495966945
2020-01-01,Charlie,StarGems,2,0.014919841577546712,-0.00020132799634701106,1.0002014641311838,False,1,sell,10,Ivan,1120.3065599847812,1120.5322615725481,1120.3066670574835
2020-01-01,Charlie,StarGems,3,-0.011509487515718113,-0.0003366767590614523,1.0005678136947076,False,1,sell,20,Ivan,1120.3065599847812,1120.9426853918112,1120.5652900413997
2020-01-01,Charlie,StarGems,6,0.0750223185018873,3.749137194820817e-06,1.0006975979951427,True,-1,buy,-20,Ivan,1149.2344461099456,1150.0361497555007,1150.0404613988053
2020-01-01,Charlie,StarGems,7,0.04836899840916533,-0.0005609792208439631,0.9999787921433153,False,1,sell,10,Ivan,1120.3065599847812,1120.282800683814,1119.6543453111615
2020-01-01,Charlie,StarGems,8,-0.0060653288823253665,9.676140646939115e-05,1.0017806191617258,True,-1,buy,-20,Ivan,1149.2344461099456,1151.2807949860041,1151.392194534968
2020-01-01,Charlie,Uranium,4,-0.012982896443007281,0.00012383606762617937,1.0007879117027565,True,-1,buy,-10,Ivan,527.7801362579021,528.195980403742,528.2613901168912
2020-01-01,Charlie,Uranium,5,-0.012015177253935774,-7.86393223402451e-06,1.001196096366007,True,-1,buy,-30,Ivan,527.7801362579021,528.4114121609308,528.4072567693938
2020-01-01,Charlie,Uranium,6,-0.028050399472059867,-0.0010076549364215854,1.0021764853615438,True,-1,buy,-30,Ivan,527.7801362579021,528.928841998581,528.3958642399253
2020-01-01,Charlie,Uranium,7,0.009062552580433396,0.00012837390047982852,1.0001937197978095,True,-1,buy,-30,Ivan,527.7801362579021,527.8823777191858,527.9501440390081
2020-01-01,Charlie,Uranium,9,-0.008236314948571874,-0.00032860526119069184,1.0010780517438862,True,-1,buy,-10,Ivan,527.7801362579021,528.3491105541834,528.1754922567098
2020-01-01,Dana,Equipment,0,0.006929907391680042,-0.00012749584395404053,1.0005701153940076,True,-1,buy,-2460,Stan,7.288834387059215,7.29298986374765,7.292060037850024
2020-01-01,Dana,Equipment,1,-0.032646174983627645,0.0007222395643183356,0.9995927208852423,False,1,sell,1710,Stan,7.0665922926981075,7.063714217244784,7.068815911123516
2020-01-01,Dana,Equipment,6,0.016789225766440596,-0.00019821604584220636,0.998532536664602,False,1,sell,1950,Stan,7.0665922926981075,7.056222327602367,7.054823671114005
2020-01-01,Dana,Equipment,8,-0.021213679391145303,9.029795634141908e-05,1.0001977310814278,False,1,sell,1650,Stan,7.0665922926981075,7.067989577634153,7.068627802648456
2020-01-01,Dana,Medicine,1,0.025029359665353457,-0.001042660181066866,0.9997854850183686,True,-1,buy,-150,Stan,42.1453567910801,42.13631598064221,42.09238212179234
2020-01-01,Dana,Medicine,5,0.04219804859492983,0.00011181103366767399,1.002539372628454,True,-1,buy,-300,Stan,42.1453567910801,42.25237955653179,42.257103838764934
2020-01-01,Dana,Medicine,9,0.06337196216093109,-0.00136768282514117,1.0000449076053188,True,-1,buy,-500,Stan,42.1453567910801,42.147249438128895,42.08960536894542
2020-01-01,Dana,Metals,1,0.04324139942152975,0.000567258479623997,0.9994569900956962,True,-1,buy,-5620,Stan,3.3897342224096847,3.3878935631539586,3.389815374505721
2020-01-01,Dana,Metals,2,0.009001834826811805,0.0004874791339544482,1.000903765846266,True,-1,buy,-290,Stan,3.3897342224096847,3.392797748427818,3.394451666535904
2020-01-01,Dana,Metals,4,-0.012040770327232742,-0.00027316418210043396,1.0013478061667775,True,-1,buy,-5090,Stan,3.3897342224096847,3.3943029270983853,3.3933757251155034
2020-01-01,Dana,Metals,9,0.023058299017092016,0.001138103474249899,1.0002374462751384,True,-1,buy,-3820,Stan,3.3897342224096847,3.3905391021745053,3.3943978865062703
2020-01-01,Dana,Software,6,0.000437283197554615,0.0002369346555927515,1.001350355211778,False,1,sell,640,Stan,20.844018513882215,20.872165342916833,20.877110682223833
2020-01-01,Dana,Software,7,0.00148232918136907,0.00037228678196051863,1.0004875661287047,False,1,sell,840,Stan,20.844018513882215,20.85418135129568,20.861945087361374
2020-01-01,Dana,Software,8,0.008108493334924352,-0.0005435278126587256,0.9999524343248973,True,-1,buy,-570,Stan,21.25821268260056,21.257201521362838,21.245647641116683
2020-01-01,Dana,StarGems,1,-0.0015313471912251032,0.000749302563084723,1.0027902821025136,True,-1,buy,-20,Stan,1115.8191939399778,1118.9326442664697,1119.7710633647378
2020-01-01,Dana,StarGems,3,0.01423895857816027,-0.0007500602048661916,1.0010557586880113,False,1,sell,20,Stan,1090.361332328439,1091.5124907781162,1090.6937906956691
2020-01-01,Dana,StarGems,5,0.03687847130855009,-0.0005036436463530217,1.0018080850019544,False,1,sell,10,Stan,1090.361332328439,1092.332798300133,1091.782651826566
2020-01-01,Dana,StarGems,9,-0.007967303060446967,0.000767050122669082,1.0010929128591488,False,1,sell,10,Stan,1090.361332328439,1091.5530022496594,1092.3902781139348
2020-01-01,Dana,Uranium,6,0.005888572269461497,-0.00032801958466619537,0.9994705011197651,False,1,sell,10,Stan,493.98815947613537,493.72659329884345,493.5646413067709
2020-01-01,Dana,Uranium,8,0.0213707392671353,-0.0009093411771925632,1.0006066818444155,False,1,sell,30,Stan,493.98815947613537,494.28785312384576,493.83837682561415
2020-01-02,Alice,Equipment,4,-0.0007628813213060642,-0.0007979391919281553,0.9995041652648174,True,-1,buy,-1400,Sink,7.061799080437834,7.058297595160872,7.052665502881401
2020-01-02,Alice,Equipment,6,-0.0044616076312745286,-2.0240296883781383e-05,1.0010010410021988,False,1,sell,920,Sink,6.752480526413537,6.759240036287026,6.759103227261983
2020-01-02,Alice,Equipment,7,-0.015645575666795624,0.0003389202831335769,0.99978679094317,False,1,sell,2460,Sink,6.752480526413537,6.751040836409238,6.75332890108096
2020-01-02,Alice,Equipment,9,-0.05390415806834096,0.0005373479723699128,0.9989745443438582,True,-1,buy,-770,Sink,7.061799080437834,7.054557518628262,7.058348270806864
2020-01-02,Alice,Medicine,0,0.037669036034602615,-0.0001880020757536286,0.998501193969428,False,1,sell,310,Sink,39.06291133854459,39.00436361145868,38.99703071013627
2020-01-02,Alice,Medicine,1,0.05990711155017197,-0.0010604157489738032,1.0010262025794374,False,1,sell,330,Sink,39.06291133854459,39.10299779892054,39.06153236422248
2020-01-02,Alice,Medicine,3,0.015405502102785027,-0.0008765236985659669,1.0000450457715455,True,-1,buy,-440,Sink,39.601220501716554,39.6030043692482,39.56829139738414
2020-01-02,Alice,Medicine,5,0.006340526390373607,-0.0004039844954384599,1.0010971989720525,False,1,sell,210,Sink,39.06291133854459,39.105771124710614,39.089972999494066
2020-01-02,Alice,Medicine,8,0.009093996105659075,0.0003984715455982994,0.9993115463184834,False,1,sell,500,Sink,39.06291133854459,39.03601833342281,39.05157307598213
2020-01-02,Alice,Medicine,9,-0.027547495612796263,0.0003282227052737678,0.999526907667405,True,-1,buy,-410,Sink,39.601220501716554,39.58248546793579,39.59547733839753
2020-01-02,Alice,Metals,2,-0.03536747780042598,0.0003229813281914757,0.9993846938287472,False,1,sell,1420,Sink,3.1209068106567104,3.1189864974362083,3.1199938718377616
2020-01-02,Alice,Metals,4,-0.04168912066085384,-7.143874561020052e-05,1.0018075510593565,True,-1,buy,-3760,Sink,3.217426982922808,3.2232426464741923,3.223012382062731
2020-01-02,Alice,Software,0,0.0008251890698759257,0.0005889927331910779,1.0002407660128823,False,1,sell,800,Sink,20.624533964915482,20.62949965172577,20.641650277110003
2020-01-02,Alice,Software,1,0.02800642501839401,0.0006530601443297164,0.9997283229175411,False,1,sell,20,Sink,20.624533964915482,20.61893075170082,20.63239615359345
2020-01-02,Alice,Software,2,0.02687298953424872,-2.900452105422496e-05,1.001632759047948,False,1,sell,310,Sink,20.624533964915482,20.658208859356407,20.657609677902602
2020-01-02,Alice,Software,5,-0.013308962402485379,-9.742158453633217e-05,1.000269346271362,False,1,sell,850,Sink,20.624533964915482,20.630089106237513,20.628079290267657
2020-01-02,Alice,Software,6,0.029727630627150975,-0.00020485476195473935,1.0001099017966046,False,1,sell,560,Sink,20.624533964915482,20.62680063825236,20.62257513991772
2020-01-02,Alice,StarGems,1,0.023202939252864877,-0.0004736542288509525,1.0003003131519772,True,-1,buy,-10,Sink,982.9619187443677,983.2571151364594,982.7913912458273
2020-01-02,Alice,StarGems,4,-0.02692549861501105,-0.00020041511573055975,1.0003930186656336,False,1,sell,10,Sink,963.6335936562143,964.0123196453528,963.8191170047454
2020-01-02,Alice,StarGems,5,-0.05716489196413343,-6.784725747831966e-05,1.0016078482713948,False,1,sell,10,Sink,963.6335936562143,965.1829702640324,965.1174852465352
2020-01-02,Alice,Uranium,0,-0.03547822374418737,-0.0003271070605990573,1.0003782405050123,True,-1,buy,-30,Sink,544.1046227160446,544.3104251233202,544.1323773401048
2020-01-02,Alice,Uranium,2,-0.025339439328557208,-0.00013168468179476346,0.9986078753433809,True,-1,buy,-20,Sink,544.1046227160446,543.3471612549811,543.2756107569471
2020-01-02,Alice,Uranium,3,-0.01486988503236045,0.0006540491705073519,0.9993535848002528,True,-1,buy,-40,Sink,544.1046227160446,543.7529052176682,544.1085463542868
2020-01-02,Alice,Uranium,5,-0.02511356405866488,-0.0005962370877983876,1.000400326870055,False,1,sell,10,Sink,534.1402711187136,534.3541018216208,534.0355000880976
2020-01-02,Alice,Uranium,6,0.004232177672283993,0.0002482058916878875,1.0015171428265943,False,1,sell,20,Sink,534.1402711187136,534.9506381994365,535.0834160995998
2020-01-02,Bob,Equipment,1,-0.03713886745074931,0.0007297711180113545,1.0003840140970832,False,1,sell,1310,Quin,6.535938472948202,6.538448365459483,6.543219936233204
2020-01-02,Bob,Equipment,4,-0.0269693532862962,-0.00025763823815717977,1.0002916789313194,True,-1,buy,-800,Quin,6.633338485220477,6.635273290300926,6.633563790180721
2020-01-02,Bob,Equipment,8,-0.037621389256301284,0.00022033407905293562,1.0015980321363436,False,1,sell,410,Quin,6.535938472948202,6.546383112669138,6.547825503963396
2020-01-02,Bob,Equipment,9,-0.016531285948732568,-0.00011524099951175863,1.0005466839488373,True,-1,buy,-1170,Quin,6.633338485220477,6.636964824897552,6.636199974437406
2020-01-02,Bob,Medicine,1,-0.03886444040809006,-6.171891428373698e-05,1.0021994899289888,False,1,sell,210,Quin,39.362401819556,39.44897902593892,39.446544277783836
2020-01-02,Bob,Medicine,3,-0.011074861592248757,-0.00026922419912300653,0.9992173396401065,False,1,sell,230,Quin,39.362401819556,39.331594427981635,39.32100541097153
2020-01-02,Bob,Medicine,4,-0.029370190318226137,0.0004076118967861317,0.9995390390426715,False,1,sell,110,Quin,39.362401819556,39.3442572891305,39.36029447647177
2020-01-02,Bob,Medicine,5,0.03064269451094956,-0.0006756981270844155,1.0011380862355943,False,1,sell,210,Quin,39.362401819556,39.40719962726677,39.380572256284985
2020-01-02,Bob,Medicine,9,0.018810219047220498,0.0004095916050912674,0.9989540526846387,False,1,sell,230,Quin,39.362401819556,39.32123082104666,39.33733646709282
2020-01-02,Bob,Metals,3,0.07275596904895318,0.0009439615822671403,1.0023193574692604,False,1,sell,4630,Quin,3.1861342439724285,3.1935240282292523,3.1965385922239475
2020-01-02,Bob,Metals,4,-0.008903400647074412,0.0002931101567695708,0.9976100108883852,True,-1,buy,-1620,Quin,3.2953608971938504,3.287485020530716,3.2884486157804615
2020-01-02,Bob,Metals,7,-0.006677261502093814,5.8297872692678994e-05,0.998957744905338,True,-1,buy,-2560,Quin,3.2953608971938504,3.29192629051,3.2921182028097977
2020-01-02,Bob,Metals,8,0.03376628457061502,-0.0006823162976281301,0.9992826563572943,True,-1,buy,-4960,Quin,3.2953608971938504,3.2929969910038275,3.290750125488825
2020-01-02,Bob,Metals,9,0.003729084773813769,0.0002002634011034122,0.999821367445977,True,-1,buy,-2680,Quin,3.2953608971938504,3.2947722384603573,3.2954320607546923
2020-01-02,Bob,Software,0,-0.017686845128794208,0.0008096676046413511,0.9995665955551253,True,-1,buy,-320,Quin,20.215997003142558,20.20723530018382,20.22359644398575
2020-01-02,Bob,Software,1,-0.03798924193169397,0.00016084359799755282,1.0001210327387704,True,-1,buy,-660,Quin,20.215997003142558,20.218443800626822,20.221695807873626
2020-01-02,Bob,Software,3,-0.009372643009459235,-0.0001578541171351686,0.9987783952822569,False,1,sell,220,Quin,19.982712759967523,19.95830178378664,19.955151283679044
2020-01-02,Bob,Software,4,-0.027617403479628596,7.407367573983002e-05,1.00003507473649,False,1,sell,690,Quin,19.982712759967523,19.98341364835193,19.984893893254693
2020-01-02,Bob,Software,9,0.029416561165448565,-0.001005681978723614,1.000614706846281,False,1,sell,450,Quin,19.982712759967523,19.99499627030834,19.974887662894645
2020-01-02,Bob,StarGems,3,-0.033322276054816816,-0.0005451079277776994,1.0016711600884975,True,-1,buy,-20,Quin,1008.4602201173954,1010.145518588093,1009.5948802577014
2020-01-02,Bob,StarGems,4,0.00029145623551073526,-0.00019027737384877616,0.9998570373360643,True,-1,buy,-10,Quin,1008.4602201173954,1008.3160479578543,1008.1241882282393
2020-01-02,Bob,StarGems,6,0.02799594248545026,0.000929198761451833,0.9994402841233946,True,-1,buy,-10,Quin,1008.4602201173954,1007.8957689212707,1008.832304421425
2020-01-02,Bob,StarGems,7,-0.02609238706351289,0.0008264443100191405,0.9990213757806998,True,-1,buy,-10,Quin,1008.4602201173954,1007.4733165217876,1008.3059371117232
